Score,Rating,Title,Price,Median_Comp,Discount_%,Seller_Feedback,Sales_Count,Age_Days,Red_Flags,URL
8.5,GREAT DEAL,"2020-21 Panini Prizm Pink Ice Prizm Luka Doncic #32 7xr",14.73,80.74,82,99.6,1300345,N/A,"",https://www.ebay.com/itm/236605087689?_skw=luka+doncic+prizm&hash=item3716c31fc9:g:fhUAAeSw00hpebYB
8.5,GREAT DEAL,"2021-22 Panini Prizm Luka Doncic Global Reach #4 Dallas Mavericks",1.88,42.5,96,100.0,3712,N/A,"",https://www.ebay.com/itm/134585320385?_skw=luka+doncic+prizm&hash=item1f55e903c1:g:Ld0AAOSwq09kbvqr
8.5,GREAT DEAL,"2020-21 Panini Prizm - Luka Dončić #32",4.25,80.06,95,99.9,1601,N/A,"",https://www.ebay.com/itm/406590037244?_skw=luka+doncic+prizm&hash=item5eaaa79cfc:g:8XkAAeSw5axpZauA&amdata=enc%3AAQALAAAA8DZq0hFgvSYlgrFkWCFZ3z3LzBHod2j8wwzve4jdox8ZWv%2BcTMbjyO9NkGtYq99OKyNaQCPTFD3Kf8gSUnrtxqw66f0uOQIN%2FO0UcF4cLbCkSFI7G%2BryDm%2By96v8doIbWYLAlLgHVXkmEVM2311iohp9ZgCuAUDmHI8%2BWBEooxkskZoN%2ByW0Ciilyg9JgP98gDbM%2F3F7lOKVVgFsp2MGe9CS86dDPTU5LnDuLgtLwrhEnW8UlhrSHFG9XvLZ3bGG67DzVaB8s5XL77oL8TnU9qnSVTJCm7mrpJO9XGSX4V68Hgb%2BhfmxNveAfyk6WEa35A%3D%3D
8.2,GREAT DEAL,"LUKA DONCIC 2024-25 PANINI PRIZM BLACK KALEIDOSCOPIC MOJO #/25 CGC 10 GEM",185.65,1610.75,88,99.6,755,N/A,"",https://www.ebay.com/itm/177827377908?_skw=luka+doncic+prizm&hash=item29675672f4:g:NasAAeSwQcVpfCcY&amdata=enc%3AAQALAAAA8DZq0hFgvSYlgrFkWCFZ3z39W%2B4kV%2FaE83uBJ%2BGdUlwKauTT58D9pAPwLICXN9Xqa5Ygj2tGpb6QfFXr6kXwojP%2BGJfP9MJYPdHhYMiIoQrql1kHMl51O6cClPjFc3pSUeBLxJTem3CTqjDmxl%2Bo90EXkNrFpAjHAHGoEN%2BfBmQ82gWi%2F7QxuIcUmzhNVCt6klQt%2FAHqiTPBAK%2B8b3n%2BohLm7Klz5ey0BUvuIDcoYUBHkA1h39EizBkZbcRbbeQm6tDZJGvunT%2FfwmX63tfdNFgrhebEMBDGYuUXkbpmU%2Fj7rjBLexJD2b07deZf860Pcw%3D%3D
8.2,GREAT DEAL,"2019 Panini Donruss Optic Fanatics Prizm Luka Doncic #16 PSA 9 Mint Invest",18,38.24,53,98.6,1357,N/A,"",https://www.ebay.com/itm/225429657631?_skw=luka+doncic+prizm&hash=item347ca7981f:g:vogAAOSwUN9j75nY
8,GREAT DEAL,"2023-24 NBA Hoops Luka Doncic Hoopla Holo Prizm #7 Mavericks/ Lakers",2.89,68,96,100.0,848,N/A,"",https://www.ebay.com/itm/336416796253?_skw=luka+doncic+prizm&hash=item4e5400ee5d:g:ygkAAeSw0dlpf9I-
8,GREAT DEAL,"2024-25 Panini Prizm Turkish Airlines Euroleague - Prizm Break Luka Doncic #2",3,935,100,100.0,7811,N/A,"",https://www.ebay.com/itm/257324708364?_skw=luka+doncic+prizm&hash=item3be9bf720c:g:XRYAAeSwOz1pZpwv
8,GREAT DEAL,"2020-21 Panini Donruss Optic Luka Doncic Purple Prizm #86 Mavericks",3.07,84.99,96,100.0,1543,N/A,"",https://www.ebay.com/itm/314578862197?_skw=luka+doncic+prizm&hash=item493e5c8075:g:INgAAOSwTh5kWFcY
8,GREAT DEAL,"2019-20 Panini Donruss Optic Fanatics Box Set Wave Prizm Luka Doncic #16 4pa",11.83,38.25,69,99.6,1300345,N/A,"",https://www.ebay.com/itm/257341391115?_skw=luka+doncic+prizm&hash=item3beabe010b:g:ezoAAeSwwwtpgKYw
8,GREAT DEAL,"2023-24 Panini Select #150 Luka Doncic Blue Prizms",2.26,46.75,95,99.9,1626,N/A,"",https://www.ebay.com/itm/296715434275?_skw=luka+doncic+prizm&hash=item45159e3923:g:SEEAAOSwUo1m9PIo
8,GREAT DEAL,"2021-22 Panini Prizm Luka Doncic Ice Prizm #223 Mavericks PSA 9 Pop 2 🔥 🏀 🔥",24.97,63.74,61,100.0,830,N/A,"",https://www.ebay.com/itm/185625832955?_skw=luka+doncic+prizm&hash=item2b38296dfb:g:U1MAAOSwtWljUXCw
8,GREAT DEAL,"Luka Doncic Donruss Optic 2020-21 Blue Velocity Prizm",8.5,142.45,94,99.9,46076,N/A,"",https://www.ebay.com/itm/126822190199?_skw=luka+doncic+prizm&hash=item1d87310c77:g:hpwAAOSwXWRnVjp-
8,GREAT DEAL,"LUKA DONCIC 2021-22 PANINI PRIZM Red HYPER SSP #223",19.5,91.79,79,99.6,18008,N/A,"",https://www.ebay.com/itm/127527915402?_skw=luka+doncic+prizm&hash=item1db1418f8a:g:x-sAAeSw9qppJ-EF
8,GREAT DEAL,"2020-21 Panini Mosaic Luka Doncic Prizm Straight Fire #8 Mavericks",19.99,87,77,100.0,1636,N/A,"",https://www.ebay.com/itm/267092746582?_skw=luka+doncic+prizm&hash=item3e2ff7e156:g:20MAAOSwybZnV0S-
8,GREAT DEAL,"2020-21 Panini Mosaic Luka Doncic Pink Camo Prizm Parallel #47 Dallas Mavericks",17.5,51,66,98.9,1764,N/A,"",https://www.ebay.com/itm/276502144726?_skw=luka+doncic+prizm&hash=item4060cfe6d6:g:87oAAOSw4ixmZnEB
8,GREAT DEAL,"2023-24 Panini Mosaic Luka Dončić #2 Silver Prizm Dallas Mavericks",2.95,50.99,94,99.6,1398,N/A,"",https://www.ebay.com/itm/147124697030?_skw=luka+doncic+prizm&hash=item224150b7c6:g:1RgAAeSwAlVpe6Jb
8,GREAT DEAL,"2019-20 Panini Prizm - Luka Doncic #75 CSG 9",14.99,236.1,94,98.2,87645,N/A,"",https://www.ebay.com/itm/316520917724?_skw=luka+doncic+prizm&hash=item49b21deadc:g:ZI8AAOSw8kNn2w31
7.7,SOLID DEAL,"2021-22 Optic Basketball - LUKA DONCIC - Raining 3’s Silver Prizm Holo Mint",5.99,67.99,91,100.0,12614,N/A,"",https://www.ebay.com/itm/126488296179?_skw=luka+doncic+prizm&hash=item1d734a3af3:g:ZRcAAOSwuC9j1vuv
7.7,SOLID DEAL,"LUKA DONCIC 2021-22 PANINI PRIZM GLOBAL REACH SILVER #4 DALLAS MAVERICKS MINT",3.24,340,99,99.9,405150,N/A,"",https://www.ebay.com/itm/297073045618?_skw=luka+doncic+prizm&hash=item452aeef072:g:AacAAOSwfKhnw1w7
7.5,SOLID DEAL,"2024-25 Panini Prizm Black Basketball Luka Doncic Los Angeles Lakers #5",2.99,488.75,99,100.0,551,N/A,"",https://www.ebay.com/itm/157652979470?_skw=luka+doncic+prizm&hash=item24b4d98f0e:g:Nz0AAeSwyZNpf7YO
7.5,SOLID DEAL,"Luka Doncic 2023-24 Panini Prizm Green #110",2.99,627.17,100,99.9,4526,N/A,"",https://www.ebay.com/itm/306746088881?_skw=luka+doncic+prizm&hash=item476b7dddb1:g:ldcAAeSwxsRpgPIA
7.5,SOLID DEAL,"2018-19 Panini Donruss Optic Luka Doncic Rated Rookie Shock Prizm No. 177 Mavs",119.5,1025.06,88,100.0,216,N/A,"",https://www.ebay.com/itm/389570385397?_skw=luka+doncic+prizm&hash=item5ab43455f5:g:40UAAeSwhdFpgPNo
7.5,SOLID DEAL,"2019-20 Panini Prizm - Luka Dončić #75 Silver Prizm",15,50.15,70,100.0,142,N/A,"",https://www.ebay.com/itm/287089823767?_skw=luka+doncic+prizm&hash=item42d7e31017:g:CckAAeSw~UZpcEJB&amdata=enc%3AAQALAAAA8DZq0hFgvSYlgrFkWCFZ3z0YugSpmYPxrDZRjGs0rBL19UF%2BpEzDJ2Yz0CF%2FxYF7ebzT8bvAEA5YqAaYoM9a%2FU7WtRO%2Fbn9H9qdFyLcgJ98pwgEm%2F3IMrLLjavfss6Ysj52QWdx%2Bv9zoo1FJU%2FdHH37i1ZVfAHTMgT9dZ0LMiAKTCf7n%2B%2FRlcK9C0ILr0N9oI%2B%2FrKWmxBcvL1UfwWvxQG%2FZPrvUZ252x9K8PEygi0Bm%2BEfcW%2BOUweMO2cOvIMQHPW4YSOBD3ZT53q3I9MqJOjpsVZpEvuTYkwWmUMxunZREl2%2F8fUj6H6KmKs%2FpFolHSOA%3D%3D
7.5,SOLID DEAL,"2023-24 Panini Nba Hoops Premium Stock - Luka Dončić #9 Red Seismic Prizm /199",9.95,89.23,89,100.0,559,N/A,"",https://www.ebay.com/itm/317831386576?_skw=luka+doncic+prizm&hash=item4a003a15d0:g:mHQAAeSwqbtpgE-v
7.5,SOLID DEAL,"2023-24 Panini Select #21 Luka Doncic Neon Icon Green Prizms",3.83,42.894999999999996,91,100.0,2224,N/A,"",https://www.ebay.com/itm/287116968205?_skw=luka+doncic+prizm&hash=item42d981410d:g:LuIAAeSwc51pgMDW
7.5,SOLID DEAL,"2021-22 Panini Prizm #223 Luka Doncic Silver",3.88,107.94,96,100.0,2224,N/A,"",https://www.ebay.com/itm/287116968211?_skw=luka+doncic+prizm&hash=item42d9814113:g:fKkAAeSw7QJpgMFT
7.5,SOLID DEAL,"Luka Doncic 2021-22 Panini Prizm Silver #223",3.99,107.94,96,99.9,4526,N/A,"",https://www.ebay.com/itm/306746094046?_skw=luka+doncic+prizm&hash=item476b7df1de:g:rrEAAeSwdUJpgPKF
7.5,SOLID DEAL,"Luka Doncic 2020-21 Panini Mosaic Green Prizm #47",3.99,50.96,92,99.9,4526,N/A,"",https://www.ebay.com/itm/306746084353?_skw=luka+doncic+prizm&hash=item476b7dcc01:g:xwgAAeSwauBpgPFj
7.5,SOLID DEAL,"LUKA DONCIC 2023-24 Mosaic #20 Green Prizm Thunder Road Mavericks Lakers",3.22,255.88,99,100.0,683,N/A,"",https://www.ebay.com/itm/357847910791?_skw=luka+doncic+prizm&hash=item535165c987:g:Tl4AAeSwVNJogxUo
7.5,SOLID DEAL,"2023-24 NBA Select - Luka Doncic - Tectonic Prizm #51",3.99,59.49,93,100.0,170,N/A,"",https://www.ebay.com/itm/227198960717?_skw=luka+doncic+prizm&hash=item34e61d044d:g:ThcAAeSwJHxpgDCu
7.5,SOLID DEAL,"2020-21 Panini Donruss Optic - Luka Dončić #86 Pulsar Prizm",2.99,95.62,97,100.0,1009,N/A,"",https://www.ebay.com/itm/326913119797?_skw=luka+doncic+prizm&hash=item4c1d8a5635:g:VI8AAeSw5-ZpP0sd
7.5,SOLID DEAL,"2023-24 Prizm Luka Doncic Silver #110",3.99,116.87,97,100.0,1109,N/A,"",https://www.ebay.com/itm/257281945166?_skw=luka+doncic+prizm&hash=item3be732ee4e:g:tmkAAeSwm9NpUZB0
7.5,SOLID DEAL,"Luka Doncic 2020-21 Panini Prizm Green #32 Dallas Mavericks",2.9,52.89,95,99.9,33819,N/A,"",https://www.ebay.com/itm/136914547138?_skw=luka+doncic+prizm&hash=item1fe0be31c2:g:DsAAAeSwibJpWRIX
7.5,SOLID DEAL,"Luka Doncic 2023-24 Panini Mosaic Elevate Green Prizm #2",2.99,46.74,94,99.9,4526,N/A,"",https://www.ebay.com/itm/306746075928?_skw=luka+doncic+prizm&hash=item476b7dab18:g:iuIAAeSwAUhpgPDH
7.5,SOLID DEAL,"2020-21 Panini Donruss Optic Luka Doncic Purple Prizm #86 ",2.95,84.99,97,100.0,669,N/A,"",https://www.ebay.com/itm/317236593820?_skw=luka+doncic+prizm&hash=item49dcc6449c:g:uB8AAeSwcpBot7H4
7.5,SOLID DEAL,"2019-20 Panini Prizm Prizms Red White and Blue Luka Doncic #75 Mavericks",13.64,54.4,75,100.0,299,N/A,"",https://www.ebay.com/itm/287040986871?_skw=luka+doncic+prizm&hash=item42d4f9def7:g:LBUAAeSwkQ5pUq6g
7.5,SOLID DEAL,"2021-22 NBA Basketball Panini Prizm Basketball Luka Dončić Purple Wave Parallel ",4,106.25,96,100.0,1508,N/A,"",https://www.ebay.com/itm/206043660054?_skw=luka+doncic+prizm&hash=item2ff928bf16:g:swIAAeSw72dnqBph
7.5,SOLID DEAL,"2023-24 Panini Select - Premier Level Luka Dončić #150 Silver Prizm",1.99,54.38,96,100.0,1641,N/A,"",https://www.ebay.com/itm/127657666263?_skw=luka+doncic+prizm&hash=item1db8fd66d7:g:ZsYAAeSwmuBpfqpl
