Score,Rating,Title,Price,Median_Comp,Discount_%,Seller_Feedback,Sales_Count,Age_Days,Red_Flags,URL
0,ERROR,"2002 Topps Finest Michael Jordan #100 PSA 9 MINT Wizards Bulls HOF GOAT",91.24,N/A,N/A,N/A,N/A,,None,https://www.ebay.com/itm/117008183398?_skw=michael+jordan+topps+finest&hash=item1b3e3b3066:g:DHMAAeSwSYlpe-Fy
0,ERROR,"1995 Finest With Coating Michael Jordan #229 PSA 7",70,N/A,N/A,N/A,N/A,,None,https://www.ebay.com/itm/198060148138?_skw=michael+jordan+topps+finest&hash=item2e1d4e05aa:g:G0wAAeSwOI5peW-b
0,ERROR,"1996-97 Topps Finest Sterling Michael Jordan #50 W/Coating Chicago Bulls",58.99,N/A,N/A,N/A,N/A,,None,https://www.ebay.com/itm/198057766030?_skw=michael+jordan+topps+finest&hash=item2e1d29ac8e:g:s6kAAeSwOtdpeC7G
0,ERROR,"MICHAEL JORDAN 1997-98 Topps Finest Showstoppers #271 WITH COATING",20,N/A,N/A,N/A,N/A,,None,https://www.ebay.com/itm/287058023463?_skw=michael+jordan+topps+finest&hash=item42d5fdd427:g:YIYAAeSwJZRpXe0-
0,ERROR,"MICHAEL JORDAN 1994 TOPPS FINEST #331 GMA 8.5 NR MT/COATING JERSEY #45 GOAT HOF",159.99,N/A,N/A,N/A,N/A,,None,https://www.ebay.com/itm/326843652506?_skw=michael+jordan+topps+finest&hash=item4c1966599a:g:Iw8AAeSwzv1pHNtu
0,ERROR,"Michael Jordan 1997-98 Topps Finest Basketball Card BRZ Showstoppers #271",25.19,N/A,N/A,N/A,N/A,,None,https://www.ebay.com/itm/317747420943?_skw=michael+jordan+topps+finest&hash=item49fb38df0f:g:Ki0AAeSwCsxpYLuA
0,ERROR,"1993-94 Topps Finest Refractor #1 Michael Jordan Chicago Bulls HOF PSA 8 NM-MT",2104.79,N/A,N/A,N/A,N/A,,None,https://www.ebay.com/itm/267543887178?_skw=michael+jordan+topps+finest&hash=item3e4adbbd4a:g:Es0AAeSwyQppZsK~
0,ERROR,"1995-96 Michael Jordan Finest Mystery Finest Borderless #M1 Gem Mint 10 GOAT",140.99,N/A,N/A,N/A,N/A,,None,https://www.ebay.com/itm/135603379258?_skw=michael+jordan+topps+finest&hash=item1f92975c3a:g:LJwAAeSweMtnyese
0,ERROR,"1995 Finest Michael Jordan card# 229 PSA graded 8 NM-MT",89.99,N/A,N/A,N/A,N/A,,None,https://www.ebay.com/itm/157650516496?_skw=michael+jordan+topps+finest&hash=item24b4b3fa10:g:5VgAAeSwnR9pfknU
0,ERROR,"1993 FINEST REFRACTOR #1 MICHAEL JORDAN PSA 7",1400.99,N/A,N/A,N/A,N/A,,None,https://www.ebay.com/itm/306742667062?_skw=michael+jordan+topps+finest&hash=item476b49a736:g:XSMAAeSw8MBpftG6
0,ERROR,"1996-97 Topps Finest Sterling Michael Jordan #50 With Coating Chicago Bulls 🏀",50,N/A,N/A,N/A,N/A,,None,https://www.ebay.com/itm/177824987135?_skw=michael+jordan+topps+finest&hash=item296731f7ff:g:uA4AAeSwgTFpfqPf
0,ERROR,"1995-96 Michael Jordan Finest Mystery Finest Borderless #M1 Gem Mint 10 GOAT",140.99,N/A,N/A,N/A,N/A,,None,https://www.ebay.com/itm/317155626073?_skw=michael+jordan+topps+finest&hash=item49d7f2cc59:g:1xYAAeSwLm9olNbF
0,ERROR,"1995-96 Topps Finest - Mystery Finest Michael Jordan #M 1 Bordered",50,N/A,N/A,N/A,N/A,,None,https://www.ebay.com/itm/198050189908?_skw=michael+jordan+topps+finest&hash=item2e1cb61254:g:OG0AAeSwws1pdBd1
0,ERROR,"1997-98 Topps Finest #271 Michael Jordan Protective Peel",29.98,N/A,N/A,N/A,N/A,,None,https://www.ebay.com/itm/287097561343?_skw=michael+jordan+topps+finest&hash=item42d85920ff:g:gp4AAeSwt4dpdQKx
0,ERROR,"Michael Jordan 1995 96 Finest Complete Series 1 Set M1-M22 Bulls Shaq Ewing Hill",109,N/A,N/A,N/A,N/A,,None,https://www.ebay.com/itm/406660038669?_skw=michael+jordan+topps+finest&hash=item5eaed3c00d:g:miUAAeSwx5lpf85Z
0,ERROR,"1996-97 Topps Finest Sterling Michael Jordan #50 w/ Coating Chicago Bulls HOF",54.87,N/A,N/A,N/A,N/A,,None,https://www.ebay.com/itm/376902824958?_skw=michael+jordan+topps+finest&hash=item57c128b3fe:g:eMUAAeSwDI1pd73i
0,ERROR,"1996-97 Topps Finest Bronze Michael Jordan Sterling #50 BGS 8.5 - Chicago Bulls",64.75,N/A,N/A,N/A,N/A,,None,https://www.ebay.com/itm/354079113103?_skw=michael+jordan+topps+finest&hash=item5270c27f8f:g:Tz0AAOSw8V9kuwVr
0,ERROR,"1993-94 Topps Finest - Michael Jordan #1",120,N/A,N/A,N/A,N/A,,None,https://www.ebay.com/itm/397543464030?_skw=michael+jordan+topps+finest&hash=item5c8f6fdc5e:g:-OsAAeSwgqhpfPOm
0,ERROR,"1993-94 Topps Finest ~ Michael Jordan #1 EX to NM Condition",122,N/A,N/A,N/A,N/A,,None,https://www.ebay.com/itm/397508044494?_skw=michael+jordan+topps+finest&hash=item5c8d5366ce:g:HtEAAeSw9uhpYu9t
0,ERROR,"1996 Topps Mystery Finest Michael Jordan Super Team Champions - CHROME INSERT SP",124.99,N/A,N/A,N/A,N/A,,None,https://www.ebay.com/itm/267523279306?_skw=michael+jordan+topps+finest&hash=item3e49a149ca:g:1PoAAeSwuOhpTVRu
0,ERROR,"1996-97 Finest #50 Michael Jordan Chicago Bulls P.O4G",40,N/A,N/A,N/A,N/A,,None,https://www.ebay.com/itm/127646983061?_skw=michael+jordan+topps+finest&hash=item1db85a6395:g:l~sAAeSwg0Zpd5UR
